timestamp,dataset_dir,image_size,batch_size,epochs,learning_rate,min_learning_rate,weight_decay,val_split,dropout,label_smoothing,early_stopping_patience,freeze_backbone_epochs,backbone_learning_rate_scale,loss_name,focal_gamma,best_epoch,best_val_accuracy,best_val_macro_f1,epochs_completed,model_path,report_path,history_path,summary_path
2026-04-26T22:57:11,Dog Emotions - 5 Classes\train_images_5_class,256,16,24,0.0003,1e-06,0.0001,0.2,0.3,0.1,6,3,0.2,cross_entropy,2.0,7,0.7265415549597856,0.7251433896619475,13,outputs_emotion\emotion_resnet50.pt,outputs_emotion\emotion_cnn_report.json,outputs_emotion\emotion_cnn_history.json,outputs_emotion\emotion_cnn_summary.json
